Albuquerque,Atlanta,Austin,Baltimore,Baton_Rouge,Birmingham,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Colorado_Springs,Columbus,Dallas_Ft._Worth,Denver,Detroit,El_Paso,Fresno,Greensboro,Harrisburg,Honolulu,Houston,Indianapolis,Jackson,Jacksonville,Kansas_City,Las_Vegas,Long_Beach,Los_Angeles,Louisville,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Nashville,New_Haven,New_Orleans,New_York,Norfolk,Oklahoma_City,Omaha,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Providence,Raleigh,Richmond,Sacramento,St._Louis,Salt_Lake_City,San_Antonio,San_Diego,San_Francisco,San_Jose,Seattle,Tallahassee,Tampa,Tucson,Virginia_Beach,Washington
"35.085334,-106.605553","33.748995,-84.387982","30.267153,-97.743061","39.290385,-76.612189","30.458283,-91.14032","33.520661,-86.80249","42.360082,-71.05888","35.227087,-80.843127","41.878114,-87.629798","39.103118,-84.51202","41.499320,-81.694361","38.833882,-104.821363","39.961176,-82.998794","32.761422,-96.858013","39.739236,-104.990251","42.331427,-83.045754","31.761878,-106.485022","36.746842,-119.772587","36.072635,-79.791975","40.273191,-76.886701","21.306944,-157.858333","29.760427,-95.369803","39.768403,-86.158068","32.298757,-90.18481","30.332184,-81.655651","39.099727,-94.578567","36.114707,-115.17285","33.770050,-118.193739","34.052234,-118.243685","38.252665,-85.758456","35.149534,-90.04898","33.415184,-111.831472","25.761680,-80.19179","43.038902,-87.906474","44.977753,-93.265011","36.162664,-86.781602","41.308274,-72.927884","29.951066,-90.071532","40.712784,-74.005941","36.850769,-76.285873","35.467560,-97.516428","41.252363,-95.997988","28.538335,-81.379236","39.952584,-75.165222","33.448377,-112.074037","40.440625,-79.995886","45.523062,-122.676482","41.823989,-71.412834","35.779590,-78.638179","37.540725,-77.436048","38.581572,-121.4944","38.610302,-90.412518","40.760779,-111.891047","29.424122,-98.493628","32.715738,-117.161084","37.774929,-122.419416","37.338208,-121.886329","47.606209,-122.332071","30.438256,-84.280733","27.950575,-82.457178","32.221743,-110.926479","36.852926,-75.977985","38.907192,-77.036871"
